date_of_sale ,street,postal_code,county,price ,not_full_market_price,vat_exclusive,property_name
10/1/2020,"30 PARK DR CLOSE, CASTLKNOCK DUBLIN 15, DUBLIN",Dublin 15,Dublin,418000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"31 INBHEAR SCEINE, KENMARE, KERRY",,Kerry,240000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"31 RAVENSWOOD, CREGG ROAD, CARRICK ON SUIR",,Tipperary,124000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"32 SOUTH GATE, CORK ST, DUBLIN 8",Dublin 8,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"33 SLIABH BREAGH, ARDEE, LOUTH",,Louth,171000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"34 RIBH RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,132500,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"35 The Avenue, Westfield, Leixlip",,Kildare,528635,No,Yes,New Dwelling house /Apartment
10/1/2020,"35 The Strand, Marina Village, Greystones",,Wicklow,405286.34,No,Yes,New Dwelling house /Apartment
10/1/2020,"36 OAKFIELD DR, THURLES, TIPPERARY",,Tipperary,125000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"37 BRIAN RD, MARINO, DUBLIN 3",Dublin 3,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"37 CHELMSFORD RD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,1000000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"37 OAKLANDS AVE, SWORDS, DUBLIN",,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"38 MELVILLE WAY, CITYSIDE, FINGLAS DUBLIN 11",Dublin 11,Dublin,202000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"38 ROWAN PARK, LETTERKENNY, DONEGAL",,Donegal,225000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"39 WELLPARK GROVE, WELLPARK, GALWAY",,Galway,325000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"4 BISHOPS COURT, TERMONFECKIN, LOUTH",,Louth,215000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"4 CAHERGAL AVE, BALLYVOLANE RD, CORK",,Cork,260000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"4 CREEVY RD, ROSCOMMON, CO. ROSCOMMON",,Roscommon,125000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"4 GLEANN BUI, BALLYMACODA, CORK",,Cork,173000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"4 Meadowbank Grove, Millers Glen, Swords",,Dublin,378856.38,No,Yes,New Dwelling house /Apartment
10/1/2020,"4 Radharc Na Tuaithe, Gogganstown, Knockraha",,Kildare,100000,No,Yes,New Dwelling house /Apartment
10/1/2020,"404 LE FANU RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,242000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"44 CASTLE DRIVE, SWORDS, CO DUBLIN",,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"45 RATH GAILINE, DUBLIN RD, PORTLAOISE",,Laois,230000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"49 BELMONT PLACE, COBH, CORK",,Cork,130000,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"49 RAHEEN CLOSE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"5 ANNAVILLE GROVE, DUNDRUM RD, DUBLIN 14",Dublin 14,Dublin,620000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"5 BYRNE AVE, PROSPECT, LIMERICK",,Limerick,100000,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"5 EDEN PARK, LOUGHREA, GALWAY",,Galway,225000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"5 OWENRIFF PARK, OUGHTERARD, GALWAY",,Galway,505000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"5 Radharc Na Tuaithe, Gogganstown, Knockraha",,Cork,100000,No,Yes,New Dwelling house /Apartment
10/1/2020,"5 THE CEDARS, MONKSTOWN VALLEY, MONKSTOWN",,Dublin,386000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"51 HYBREASAL HOUSE, SOUTH CIRCULAR RD, KILMAINHAM DUBLIN 8",Dublin 8,Dublin,224000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"51 ST KILLIAN'S CRESCENT, CARLOW",,Carlow,140000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"52 ASHGROVE LAWN, CLONMEL, CO TIPPERARY",,Tipperary,210000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"52 KILDERRY HALL, ASHBOURNE, MEATH",,Meath,191000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"52 MC KEE RD, DUBLIN 11, DUBLIN",Dublin 11,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"52 OAK GLADE HALL, NAAS, KILDARE",,Kildare,195000,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"52 ST JOHNS WELL WAY, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,361259,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"53 Cloghgarrett Abbey, Rathbride Road, Kildare",,Kildare,299559.46,No,Yes,New Dwelling house /Apartment
10/1/2020,"55 RED BARN, YOUGHAL, CORK",,Cork,110000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"56 COLLINS SQ, BENBURB ST, DUBLIN 7",Dublin 7,Dublin,264000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"6 BLOCK A CITYWEST, TALLAGHT BELFRY HALL, DUBLIN 24",Dublin 24,Dublin,197000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"6 CASTLE STREET, BALLYSHANNON, COUNTY DONEGAL",,Donegal,53333,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"6 CHANTIERE GATE, PORTLAOISE, CO LAOIS",,Laois,395000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"6 GREEN MILL LANE, PORTLAOISE, CO LAOIS",,Laois,110000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"6 Radharc Na Tuaithe, Gogganstown, Knockraha",,Cork,100000,No,Yes,New Dwelling house /Apartment
10/1/2020,"6 THE SYCAMORES, NAAS, CO KILDARE",,Kildare,670000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"6 UPPER NEW ST, KILKENNY",,Kilkenny,332000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"60 ST MAELRUAN'S PARK, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"61 HOWTH RD, HOWTH, DUBLIN",Dublin 13,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"61 SILVER QUAY, ATHLONE, WESTMEATH",,Westmeath,183000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"63 CORKE ABBEY, BRAY, WICKLOW",,Dublin,378000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"65 FITZWILLIAM QUAY, RINGSEND, DUBLIN 4",Dublin 4,Dublin,386000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"66 Ashfield Avenue, Ridgewood, Forrest Road",,Dublin,392100,No,Yes,New Dwelling house /Apartment
10/1/2020,"66 WILTON MANOR, RATHNEW, WICKLOW",,Wicklow,280000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"67 Bishops Gate, Enniskerry Road, Kilternan",Dublin 18,Dublin,427313,No,Yes,New Dwelling house /Apartment
10/1/2020,"68 Hollywoodrath Avenue, Hollystown, Dublin",,Dublin,321586,No,Yes,New Dwelling house /Apartment
10/1/2020,"69 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,506000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"7 DEANS GRANGE RD, BLACKROCK, DUBLIN",,Dublin,575000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"7 DEERPARK, CLONEA, CARRICK ON SUIR",,Waterford,140000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"7 MAIN ST, SHILLELAGH, CO WICKLOW",,Wicklow,95000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"7 Radharc Na Tuaithe, Gogganstown, Knockraha",,Cork,100000,No,Yes,New Dwelling house /Apartment
10/1/2020,"7 Riverwood Square, Castleknock, Dublin 15",,Dublin,378854.63,No,Yes,New Dwelling house /Apartment
10/1/2020,"70 EDGEWORTH COURT, LONGWOOD, MEATH",,Meath,160000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"72 BRUACH TAILTE, NENAGH, TIPPERARY",,Tipperary,202000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"72 HIGHTHORN PARK, DUN LAOGHAIRE, DUBLIN",,Dublin,645000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"76 WALSH RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,43000,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"77 FERRYCARRIG DR, FAIRFIELD, COOLOCK DUBLIN 17",Dublin 17,Dublin,247000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"8 Radharc Na Tuaithe, Gogganstown, Knockraha",,Cork,100000,No,Yes,New Dwelling house /Apartment
10/1/2020,"8 RIVERWOOD CLOSE, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"8 TYMON NORTH AVE, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"8 WILLOW WOOD VIEW, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"83 DUNMANUS RD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"83 RIPLEY HILLS, BRAY, WICKLOW",,Wicklow,338000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"87 CRODAUN FOREST PARK, CELBRIDGE, KILDARE",,Kildare,469000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"89 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"9  the Mews, Heathfield, Carriganarra",,Cork,356828.19,No,Yes,New Dwelling house /Apartment
10/1/2020,"9 GREEN STREET, ROSCREA, COUNTY TIPPERARY",,Tipperary,78000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"9 RADHARC NA TUAITHE, GOGGANSTOWN KNOCKRAHA, CORK",,Cork,100000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"9 rahillion way, donabate",,Dublin,427313,No,Yes,New Dwelling house /Apartment
10/1/2020,"9 Retreat Park, Athlone",,Westmeath,250000,No,Yes,New Dwelling house /Apartment
10/1/2020,"9 Riverwood Square, Castleknock, Dublin 15",,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"92 CARRIG COURT, CITYWEST, SAGGART",Dublin 24,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"ABBEY ST, TIMOLEAGUE, BANDON",,Cork,202500,No,No,Second-Hand Dwelling house /Apartment
